Tree Number,Survey date,Location,Rep,Plot,Subplot,Treat,Tree cover (%),Cover,Tree #,Year planted,Genotype,Staple flag,Plastic marker,Staple paint,Species,Basal diam (mm),Height (cm),Crown diameter1 (cm),Crown diameter2 (cm) ,Avg crown diam (cm),Condition,Damage & notes,,,,
1179,2021-SEP-18,Alex Fraser,2,IDF2,5E,30Ret,20,partial,5,2020,Ponderosa pine,pink & green,,,Py,5.7,19,6,4,5,N,"drought, frost",,,,
1180,2021-SEP-18,Alex Fraser,2,IDF2,5F,30Ret,55,partial,1,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,  ,,,D,,,,,
1181,2021-SEP-18,Alex Fraser,2,IDF2,5F,30Ret,55,partial,4,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,2.2,12,9,8,8.5,G,browsed top,,,,
1182,2021-SEP-18,Alex Fraser,2,IDF2,5F,30Ret,55,partial,2,2020,Peterhope B class Fd,pink,,,Fd,3.2,17,15,18,16.5,G,"browsed top, frost",,,,
1183,2021-SEP-18,Alex Fraser,2,IDF2,5F,30Ret,55,partial,3,2020,Ponderosa pine,pink & green,,,Py,4.6,12.5,8,10,9,N,"frost, crook",,,,
1184,2021-SEP-18,Alex Fraser,2,IDF2,5G,30Ret,5,open,3,2020,Lodgepole pine,blue & green,,,Pl,6,43,21,15,18,G,frost,,,,
1185,2021-SEP-18,Alex Fraser,2,IDF2,5G,30Ret,5,open,1,2020,Ponderosa pine,pink & green,,,Py,6.9,25,14,11,12.5,G,fork,,,,
1186,2021-SEP-18,Alex Fraser,2,IDF2,5G,30Ret,5,open,2,2020,Venables future Fd,pink & orange,,,Fd,3.9,13,7,5,6,G,"browsed top, veg, scar at base",,,,
1187,2021-SEP-18,Alex Fraser,2,IDF2,5H,30Ret,0,open,1,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1188,2021-SEP-18,Alex Fraser,2,IDF2,5H,30Ret,0,open,4,2020,Alex Fraser A class Fd,blue & orange,,,Fd,2.7,12,9,5,7,P,"drought, dead top",,,,
1189,2021-SEP-18,Alex Fraser,2,IDF2,5H,30Ret,0,open,2,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
1190,2021-SEP-18,Alex Fraser,2,IDF2,5H,30Ret,0,open,6,2020,Lodgepole pine,blue & green,,,Pl,4.6,43,30,29,29.5,G,frost,,,,
1191,2021-SEP-18,Alex Fraser,2,IDF2,5H,30Ret,0,open,3,2020,Ponderosa pine,pink & green,,,Py,,,,,,D,,,,,
1192,2021-SEP-18,Alex Fraser,2,IDF2,5H,30Ret,0,open,7,2020,Ponderosa pine,pink & green,,,Py,5,18,8,9,8.5,G,crook,,,,
1193,2021-SEP-18,Alex Fraser,2,IDF2,5H,30Ret,0,open,5,2020,Venables B class Fd,white & red stripe,,,Fd,3.6,24,14,11,12.5,G,,,,,
1194,2021-SEP-18,Alex Fraser,2,IDF2,6A,30Ret,0,open,1,2020,Alex Fraser A class Fd,blue & orange,,,Fd,4.1,21,17,8,12.5,N,dead top,,,,
1195,2021-SEP-18,Alex Fraser,2,IDF2,6A,30Ret,0,open,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
1196,2021-SEP-18,Alex Fraser,2,IDF2,6A,30Ret,0,open,3,2020,Ponderosa pine,pink & green,,,Py,7.2,30,13,12,12.5,G,,,,,
1197,2021-SEP-18,Alex Fraser,2,IDF2,6B,30Ret,0,open,4,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1198,2021-SEP-18,Alex Fraser,2,IDF2,6B,30Ret,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,4,10,3,3,3,N,"drought, frost",,,,
1199,2021-SEP-18,Alex Fraser,2,IDF2,6B,30Ret,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1200,2021-SEP-18,Alex Fraser,2,IDF2,6B,30Ret,0,open,1,2020,John Prince B class Fd,pink polka,,,Fd,3.7,22,18,10,14,M,,,,,
1201,2021-SEP-18,Alex Fraser,2,IDF2,6B,30Ret,0,open,5,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
1202,2021-SEP-18,Alex Fraser,2,IDF2,6B,30Ret,0,open,6,2020,Lodgepole pine,blue & green,,,Pl,4.9,30,9,8,8.5,G,slash,,,,
1203,2021-SEP-18,Alex Fraser,2,IDF2,6C,30Ret,15,partial,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,5.1,24,18,12,15,G,drought,,,,
1204,2021-SEP-18,Alex Fraser,2,IDF2,6C,30Ret,15,partial,5,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1205,2021-SEP-18,Alex Fraser,2,IDF2,6C,30Ret,15,partial,1,2020,Ponderosa pine,pink & green,,,Py,3.6,14.5,7,6,6.5,N,"frost, slash, crook",,,,
1206,2021-SEP-18,Alex Fraser,2,IDF2,6C,30Ret,15,partial,3,2020,Ponderosa pine,pink & green,,,Py,5.7,28,18,20,19,G,crook,,,,
1207,2021-SEP-18,Alex Fraser,2,IDF2,6C,30Ret,15,partial,4,2020,Ponderosa pine,pink & green,,,Py,5.3,16,15,15,15,M,"frost, crook",,,,
1208,2021-SEP-18,Alex Fraser,2,IDF2,6D,30Ret,75,under canopy,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,3.2,15,13,8,10.5,P,"browsed top & lateral, frost",,,,
1209,2021-SEP-18,Alex Fraser,2,IDF2,6D,30Ret,75,under canopy,1,2020,Peterhope B class Fd,pink,,,fd,,,,,,D,,,,,
1210,2021-SEP-18,Alex Fraser,2,IDF2,6E,30Ret,50,under canopy,no trees,2020,,,,,,,,,,,,,,,,
1211,2021-SEP-18,Alex Fraser,2,IDF2,6F,30Ret,80,partial,4,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1212,2021-SEP-18,Alex Fraser,2,IDF2,6F,30Ret,80,partial,1,2020,Ponderosa pine,pink & green,,,Py,3.9,13.5,10,11,10.5,M,"drought, crook",,,,
1213,2021-SEP-18,Alex Fraser,2,IDF2,6F,30Ret,80,partial,2,2020,Ponderosa pine,pink & green,,,Py,,,,,,D,,,,,
1214,2021-SEP-18,Alex Fraser,2,IDF2,6F,30Ret,80,partial,3,2020,Ponderosa pine,pink & green,,,Py,4.2,17,19,16,17.5,G,crook,,,,
1215,2021-SEP-18,Alex Fraser,2,IDF2,6G,30Ret,5,open,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,3.7,22,15,10,12.5,G,"drought, frost",,,,
1216,2021-SEP-18,Alex Fraser,2,IDF2,6G,30Ret,5,open,1,2020,Ponderosa pine,pink & green,,,Py,6.3,24,10,8,9,M,"browsed top, frost, fork",,,,
1217,2021-SEP-18,Alex Fraser,2,IDF2,6H,30Ret,0,open,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1218,2021-SEP-18,Alex Fraser,2,IDF2,6H,30Ret,0,open,4,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
1219,2021-SEP-18,Alex Fraser,2,IDF2,6H,30Ret,0,open,5,2020,Alex Fraser future Fd,pink & blue,,,Fd,6.5,36,13,19,16,M,frost,,,,
1220,2021-SEP-18,Alex Fraser,2,IDF2,6H,30Ret,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,3.6,25,7,9,8,M,drought,,,,
1221,2021-SEP-18,Alex Fraser,2,IDF2,6H,30Ret,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,5,35,19,18,18.5,G,frost,,,,
1222,2021-SEP-18,Alex Fraser,2,IDF2,7A,30Ret,0,open,1,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1223,2021-SEP-18,Alex Fraser,2,IDF2,7A,30Ret,0,open,2,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
1224,2021-SEP-18,Alex Fraser,2,IDF2,7B,30Ret,0,open,1,2020,Alex Fraser A class Fd,blue & orange,,,Fd,6.2,32,10,15,12.5,,veg,,,,
1225,2021-SEP-18,Alex Fraser,2,IDF2,7C,30Ret,0,open,3,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,4.1,22,11,12,11.5,M,"drought, frost",,,,
1226,2021-SEP-18,Alex Fraser,2,IDF2,7C,30Ret,0,open,4,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1227,2021-SEP-18,Alex Fraser,2,IDF2,7C,30Ret,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,5.5,33,18,34,26,G,,,,,
1228,2021-SEP-18,Alex Fraser,2,IDF2,7C,30Ret,0,open,1,2020,Ponderosa pine,pink & green,,,Py,5.6,18,13,15,14,G,snowpress,,,,
1229,2021-SEP-18,Alex Fraser,2,IDF2,7C,30Ret,0,open,5,2020,Ponderosa pine,pink & green,,,Py,5.5,21,14,15,14.5,G,,,,,
1230,2021-SEP-18,Alex Fraser,2,IDF2,7C,30Ret,0,open,6,2020,Ponderosa pine,pink & green,,,Py,4.6,32,17,14,15.5,G,frost,,,,
1231,2021-SEP-18,Alex Fraser,2,IDF2,7D,30Ret,40,partial,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,3.1,21,13,15,14,M,,,,,
1232,2021-SEP-18,Alex Fraser,2,IDF2,7D,30Ret,40,partial,5,2020,John Prince B class Fd,pink polka,,,Fd,,,,,,D,,,,,
1233,2021-SEP-18,Alex Fraser,2,IDF2,7D,30Ret,40,partial,1,2020,Lodgepole pine,blue & green,,,Pl,4.1,28,6,9,7.5,M,"drought, frost",,,,
1234,2021-SEP-18,Alex Fraser,2,IDF2,7D,30Ret,40,partial,3,2020,Ponderosa pine,pink & green,,,Py,4,20,7,8,7.5,M,"frost, kink in stem",,,,
1235,2021-SEP-18,Alex Fraser,2,IDF2,7D,30Ret,40,partial,4,2020,Ponderosa pine,pink & green,,,Py,4.8,21,8,10,9,G,frost,,,,
1236,2021-SEP-18,Alex Fraser,2,IDF2,7E,30Ret,50,under canopy,1,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1237,2021-SEP-18,Alex Fraser,2,IDF2,7E,30Ret,50,under canopy,2,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1238,2021-SEP-18,Alex Fraser,2,IDF2,7E,30Ret,50,under canopy,3,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1239,2021-SEP-18,Alex Fraser,2,IDF2,7E,30Ret,50,under canopy,4,2020,Ponderosa pine,pin no flag,,,Py,4.6,12,7,9,8,M,"browsed top & lateral, frost",,,,
1240,2021-SEP-18,Alex Fraser,2,IDF2,7E,30Ret,50,under canopy,6,2020,Ponderosa pine,pink & green,,,Py,3.7,14,6,7,6.5,M,frost,,,,
1241,2021-SEP-18,Alex Fraser,2,IDF2,7E,30Ret,50,under canopy,5,2020,Venables B class Fd,white & red stripe,,,Fd,,,,,,D,,,,,
1242,2021-SEP-18,Alex Fraser,2,IDF2,7F,30Ret,10,partial,5,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
1243,2021-SEP-18,Alex Fraser,2,IDF2,7F,30Ret,10,partial,1,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1244,2021-SEP-18,Alex Fraser,2,IDF2,7F,30Ret,10,partial,4,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1245,2021-SEP-18,Alex Fraser,2,IDF2,7F,30Ret,10,partial,3,2020,Lodgepole pine,blue & green,,,Pl,4.7,25.5,12,12,12,G,frost,,,,
1246,2021-SEP-18,Alex Fraser,2,IDF2,7F,30Ret,10,partial,2,2020,Ponderosa pine,pink & green,,,Py,3.6,13,5,4,4.5,N,browsed top,,,,
1247,2021-SEP-18,Alex Fraser,2,IDF2,7G,30Ret,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1248,2021-SEP-18,Alex Fraser,2,IDF2,7G,30Ret,0,open,1,2020,John Prince B class Fd,pink polka,,,Fd,3.9,14,9,16,12.5,M,browsed top & lateral,,,,
1249,2021-SEP-18,Alex Fraser,2,IDF2,7G,30Ret,0,open,3,2020,John Prince B class Fd,pink polka,,,Fd,2.5,17,7,6,6.5,M,"drought, frost",,,,
1250,2021-SEP-18,Alex Fraser,2,IDF2,7G,30Ret,0,open,4,2020,Peterhope B class Fd,pink,,,Fd,4.2,18,8,5,6.5,G,,,,,
1251,2021-SEP-18,Alex Fraser,2,IDF2,7H,30Ret,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
1252,2021-SEP-18,Alex Fraser,2,IDF2,7H,30Ret,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1253,2021-SEP-18,Alex Fraser,2,IDF2,8A,30Ret,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
1254,2021-SEP-18,Alex Fraser,2,IDF2,8B,30Ret,0,open,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,4,20,7,11,9,M,drought,,,,
1255,2021-SEP-18,Alex Fraser,2,IDF2,8B,30Ret,0,open,4,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
1256,2021-SEP-18,Alex Fraser,2,IDF2,8B,30Ret,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1257,2021-SEP-18,Alex Fraser,2,IDF2,8B,30Ret,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1258,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,5,2020,Alex Fraser A class Fd,blue & orange,,,Fd,4.7,27,11,13,12,M,,,,,
1259,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,9,2020,Alex Fraser A class Fd,blue & orange,,,Fd,5.1,32,17,9,13,G,frost,,,,
1260,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,3.6,21,16,15,15.5,G,veg,,,,
1261,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,4,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
1262,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,8,2020,Alex Fraser future Fd,pink & blue,,,Fd,5.2,32.5,19,21,20,G,drought,,,,
1263,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,6,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1264,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,7,2020,Peterhope B class Fd,pink,,,Fd,3.8,9,5,4,4.5,N,"drought, browsed top, veg",,,,
1265,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,6.1,37,12,13,12.5,M,"drought, frost, slash",,,,
1266,2021-SEP-18,Alex Fraser,2,IDF2,8C,30Ret,0,open,3,2020,Ponderosa pine,pink & green,,,Py,8.1,30,21,17,19,G,,,,,
1267,2021-SEP-18,Alex Fraser,2,IDF2,8D,30Ret,20,partial,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,4.6,41,15,14,14.5,G,"drought, slash",,,,
1268,2021-SEP-18,Alex Fraser,2,IDF2,8D,30Ret,20,partial,3,2020,John Prince B class Fd,pink polka,,,Fd,3.9,15,10,12,11,M,browsed top,,,,
1269,2021-SEP-18,Alex Fraser,2,IDF2,8D,30Ret,20,partial,1,2020,Venables future Fd,pink & orange,,,Fd,,,,,,D,,,,,
1270,2021-SEP-18,Alex Fraser,2,IDF2,8E,30Ret,55,under canopy,3,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1271,2021-SEP-18,Alex Fraser,2,IDF2,8E,30Ret,55,under canopy,2,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1272,2021-SEP-18,Alex Fraser,2,IDF2,8E,30Ret,55,under canopy,5,2020,John Prince B class Fd,pink polka ,,,Fd,2.6,12,10,7,8.5,M,drought,,,,
1273,2021-SEP-18,Alex Fraser,2,IDF2,8E,30Ret,55,under canopy,1,2020,Peterhope B class Fd,pink,,,Fd,3,8,7,5,6,G,browsed top & lateral,,,,
1274,2021-SEP-18,Alex Fraser,2,IDF2,8E,30Ret,55,under canopy,4,2020,Lodgepole pine,blue & green,,,Pl,,,,,,D,,,,,
1275,2021-SEP-18,Alex Fraser,2,IDF2,8F,30Ret,20,partial,2,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1276,2021-SEP-18,Alex Fraser,2,IDF2,8F,30Ret,20,partial,1,2020,John Prince B class Fd,pink polka,,,Fd,3.3,17,14,16,15,M,browsed top,,,,
1277,2021-SEP-18,Alex Fraser,2,IDF2,8F,30Ret,20,partial,3,2020,John Prince B class Fd,pink polka,,,Fd,2.9,13.5,9,8,8.5,M,"drought, browsed top",,,,
1278,2021-SEP-18,Alex Fraser,2,IDF2,8F,30Ret,20,partial,4,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1279,2021-SEP-18,Alex Fraser,2,IDF2,8F,30Ret,20,partial,6,2020,Lodgepole pine,blue & green,,,Pl,4.9,16,11,11,11,N,"browsed top, frost",,,,
1280,2021-SEP-18,Alex Fraser,2,IDF2,8F,30Ret,20,partial,5,2020,Ponderosa pine,pink & green,,,Py,4.8,25,15,15,15,G,crook,,,,
1281,2021-SEP-18,Alex Fraser,2,IDF2,8G,30Ret,20,,4,2020,Alex Fraser A class Fd,blue & orange,,,Fd,,,,,,D,,,,,
1282,2021-SEP-18,Alex Fraser,2,IDF2,8G,30Ret,20,,5,2020,Alex Fraser future Fd,pink & blue,,,Fd,6.6,31,15,10,12.5,G,,,,,
1283,2021-SEP-18,Alex Fraser,2,IDF2,8G,30Ret,20,,3,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1284,2021-SEP-18,Alex Fraser,2,IDF2,8G,30Ret,20,,1,2020,Ponderosa pine,pink & green,,,Py,4.5,40,10,10,10,G,,,,,
1285,2021-SEP-18,Alex Fraser,2,IDF2,8G,30Ret,20,,2,2020,Ponderosa pine,pink & green,,,Py,4.3,22,10,11,10.5,G,frost,,,,
1286,2021-SEP-18,Alex Fraser,2,IDF2,8H,30Ret,0,open,2,2020,John Prince B class Fd,pink polka,,,Fd,4,25,14,19,16.5,G,frost,,,,
1287,2021-SEP-18,Alex Fraser,2,IDF2,8H,30Ret,0,open,1,2020,Ponderosa pine,pink & green,,,Py,4.3,22,10,11,10.5,G,frost,,,,
1288,2021-SEP-18,Alex Fraser,2,IDF2,8H,30Ret,0,open,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,2.2,14,13,9,11,M,veg,,,,
1289,2021-SEP-18,Alex Fraser,2,IDF3,1A,60Ret,60,under canopy,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
1290,2021-SEP-18,Alex Fraser,2,IDF3,1A,60Ret,60,under canopy,3,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1291,2021-SEP-18,Alex Fraser,2,IDF3,1A,60Ret,60,under canopy,4,2020,Lodgepole pine,blue & green,,,Pl,4.7,17,10,9,9.5,G,drought,,,,
1292,2021-SEP-18,Alex Fraser,2,IDF3,1A,60Ret,60,under canopy,2,2020,Ponderosa pine,pink & green,,,Py,5.2,19,14,12,13,G,,,,,
1293,2021-SEP-18,Alex Fraser,2,IDF3,1B,60Ret,25,partial,3,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,4,26,18,21,19.5,G,drought,,,,
1294,2021-SEP-18,Alex Fraser,2,IDF3,1B,60Ret,25,partial,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
1295,2021-SEP-18,Alex Fraser,2,IDF3,1B,60Ret,25,partial,2,2020,Ponderosa pine,pink & green,,,Py,6.8,31.5,18,16,17,G,,,,,
1296,2021-SEP-18,Alex Fraser,2,IDF3,1C,60Ret,5,partial,3,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,3.8,25,19,16,17.5,G,,,,,
1297,2021-SEP-18,Alex Fraser,2,IDF3,1C,60Ret,5,partial,1,2020,Alex Fraser future Fd,blue & orange,,,Fd,4,21,16,18,17,G,slash,,,,
1298,2021-SEP-18,Alex Fraser,2,IDF3,1C,60Ret,5,partial,4,2020,Alex Fraser future Fd,pink & blue,,,Fd,,,,,,D,,,,,
1299,2021-SEP-18,Alex Fraser,2,IDF3,1C,60Ret,5,partial,2,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1300,2021-SEP-18,Alex Fraser,2,IDF3,1D,60Ret,65,under canopy,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,5.3,32,22,17,19.5,G,,,,,
1301,2021-SEP-18,Alex Fraser,2,IDF3,1D,60Ret,65,under canopy,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1302,2021-SEP-18,Alex Fraser,2,IDF3,1D,60Ret,65,under canopy,3,2020,Ponderosa pine,pink & green,,,Py,4.3,16,11,10,10.5,M,,,,,
1303,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,6,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,5.4,30,16,18,17,G,,,,,
1304,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,4,2020,Alex Fraser future Fd,blue & orange,,,Fd,5,18,15,13,14,G,"browsed top, frost",,,,
1305,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,3.6,12,9,5,7,P,"browsed lateral, frost",,,,
1306,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,8,2020,John Prince B class Fd,pink polka,,,Fd,4.2,18,11,14,12.5,G,"drought, slash",,,,
1307,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,1,2020,Peterhope B class Fd,pink,,,Fd,3.1,17.5,10,10,10,G,,,,,
1308,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,3,2020,Ponderosa pine,pink & green,,,Py,4.8,18.5,29,25,27,G,frost,,,,
1309,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,7,2020,Ponderosa pine,pink & green,,,Py,6.7,30.5,17,14,15.5,G,"drought, snowpress",,,,
1310,2021-SEP-18,Alex Fraser,2,IDF3,1E,60Ret,0,open,5,2020,Venables B class Fd,white & red stripe,,,Fd,,,,,,D,,,,,
1311,2021-SEP-18,Alex Fraser,2,IDF3,1F,60Ret,0,open,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,3.2,29,6,6,6,M,,,,,
1312,2021-SEP-18,Alex Fraser,2,IDF3,1F,60Ret,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,2.8,17,5,6,5.5,G,,,,,
1313,2021-SEP-18,Alex Fraser,2,IDF3,1F,60Ret,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,,,,,,D,,,,,
1314,2021-SEP-18,Alex Fraser,2,IDF3,1G,60Ret,0,,1,2020,Alex Fraser future Fd,pink & blue,,,Fd,4.5,27,9,13,11,G,,,,,
1315,2021-SEP-18,Alex Fraser,2,IDF3,1G,60Ret,0,,2,2020,John Prince B class Fd,pink polka,,,Fd,3.2,18,12,8,10,G,,,,,
1316,2021-SEP-18,Alex Fraser,2,IDF3,1G,60Ret,0,,3,2020,Venables future Fd,pink & orange,,,Fd,5.4,29.5,17,18,17.5,G,,,,,
1317,2021-SEP-18,Alex Fraser,2,IDF3,1H,60Ret,10,partial,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1318,2021-SEP-18,Alex Fraser,2,IDF3,2A,60Ret,40,partial,1,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,2.7,16,12,10,11,G,,,,,
1319,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,7,2020,Alex Fraser future Fd,blue & orange,,,Fd,6.2,28,17,18,17.5,G,,,,,
1320,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,9,2020,Alex Fraser future Fd,blue & orange,,,Fd,2.7,15,14,6,10,M,drought,,,,
1321,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,3,2020,Jaffray B class Fd,blue,,,Fd,4.1,15,7,5,6,G,,,,,
1322,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,5,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1323,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,6,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1324,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,2,2020,Lodgepole pine,blue & green,,,Pl,6.3,31.5,16,14,15,G,drought,,,,
1325,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,1,2020,Ponderosa pine,pink & green,,,Py,,,,,,D,,,,,
1326,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,8,2020,Redfish B class Fd,white & blue stripe,,,Fd,1.8,9,3,2,2.5,N,needes present but dead,,,,
1327,2021-SEP-18,Alex Fraser,2,IDF3,2B,60Ret,10,partial,4,2020,Venables future Fd,pink & orange,,,Fd,4.8,22,10,9,9.5,M,drought,,,,
1328,2021-SEP-18,Alex Fraser,2,IDF3,2C,60Ret,75,partial,1,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1329,2021-SEP-18,Alex Fraser,2,IDF3,2D,60Ret,75,under canopy,5,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,5.2,23,18,15,16.5,G,,,,,
1330,2021-SEP-18,Alex Fraser,2,IDF3,2D,60Ret,75,under canopy,4,2020,Alex Fraser future Fd,blue & orange,,,Fd,4.2,29,15,18,16.5,G,snowpress,,,,
1331,2021-SEP-18,Alex Fraser,2,IDF3,2D,60Ret,75,under canopy,1,2020,John Prince B class Fd,pink polka,,,Fd,3.1,17,7,6,6.5,G,browsed top,,,,
1332,2021-SEP-18,Alex Fraser,2,IDF3,2D,60Ret,75,under canopy,3,2020,Lodgepole pine,blue & green,,,Pl,4.3,23,9,9,9,G,,,,,
1333,2021-SEP-18,Alex Fraser,2,IDF3,2D,60Ret,75,under canopy,2,2020,Venables future Fd,pink & orange,,,Fd,5.9,14,6,10,8,M,browsed top,,,,
1334,2021-SEP-18,Alex Fraser,2,IDF3,2E,60Ret,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,,,,,,D,,,,,
1335,2021-SEP-18,Alex Fraser,2,IDF3,2E,60Ret,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1336,2021-SEP-18,Alex Fraser,2,IDF3,2E,60Ret,0,open,7,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
1337,2021-SEP-18,Alex Fraser,2,IDF3,2E,60Ret,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,4.5,31,26,22,24,G,,,,,
1338,2021-SEP-18,Alex Fraser,2,IDF3,2E,60Ret,0,open,5,2020,Lodgepole pine,blue & green,,,Pl,6.5,31,20,21,20.5,G,,,,,
1339,2021-SEP-18,Alex Fraser,2,IDF3,2E,60Ret,0,open,4,2020,Ponderosa pine,pink & green,,,Py,4.2,19,10,9,9.5,M,slash,,,,
1340,2021-SEP-18,Alex Fraser,2,IDF3,2E,60Ret,0,open,6,2020,Ponderosa pine,pink & green,,,Py,5.6,22.1,12,12,12,M,drought,,,,
